param,Ground Energy,Gap energy,Sec Der of E0/punc,Order param,Binder,Susceptibility
0.65,-0.71829638561063291,0.068296385610632671,4489714.1216816334,0.33455488118347182,0.99582411790569914,10.930129618169994
0.6504,-0.71823851175220488,0.0678385117522049,-5.4612870793789625,0.33607424656996943,0.99574774128406429,10.91087454849232
0.6508,-0.71818151169970956,0.067381511699709296,-5.5256659239530563,0.33760973712591785,0.99566949444132113,10.891452555596407
0.6512,-0.71812539575376211,0.066925395753761885,-5.5910009946674109,0.33916157732175689,0.99558932223097296,10.871860251457212
0.6516,-0.71807017436797371,0.066470174367973867,-5.6573037412017584,0.34072999392378361,0.99550716771088588,10.852094183433978
0.652,-0.71801585815078373,0.066015858150784368,-5.7245855033397675,0.34231521594978664,0.99542297208360442,10.832150833487733
0.6524,-0.71796245786727442,0.065562457867274548,-5.7928574793040752,0.34391747461983402,0.99533667463487796,10.812026617426305
0.6528,-0.71790998444096188,0.065109984440962387,-5.862130731344223,0.3455370033020434,0.99524821267036157,10.791717884179448
0.6532,-0.7178584489555665,0.064658448955566716,-5.9324161186814308,0.34717403745297842,0.99515752145046998,10.771220915108358
0.6536,-0.7178078626567499,0.064207862656749937,-6.0037243403494358,0.34882881455255088,0.99506453412335094,10.750531923352039
0.654,-0.71775823695382812,0.063758236953828651,-6.0760658401995897,0.35050157403300786,0.99496918165596082,10.729647053215698
0.6544,-0.71770958342144076,0.063309583421441218,-6.1494508609175682,0.35219255720193154,0.99487139276321257,10.70856237960346
0.6548,-0.71766191380119115,0.062861913801191771,-6.2238893453031778,0.35390200715875864,0.99477109383518758,10.687273907501545
0.6552,-0.71761524000323706,0.062415240003237393,-6.2993909530341625,0.35563016870468989,0.99466820886238949,10.665777571514939
0.6556,-0.71756957410783517,0.061969574107835657,-6.3759650364518166,0.35737728824567594,0.99456265935903088,10.644069235462682
0.656,-0.71752492836683901,0.061524928366839982,-6.4536205697804689,0.35914361368809283,0.99445436428435019,10.622144692037292
0.6564,-0.71748131520513381,0.061081315205134268,-6.5323661919683218,0.36092939432691939,0.99434323996195195,10.599999662532641
0.6568,-0.7174387472220195,0.060638747222019451,-6.6122100856155157,0.36273488072605037,0.99422919999717696,10.577629796646251
0.6572,-0.71739723719251858,0.060197237192519459,-6.6931600086390972,0.36456032459040916,0.99411215519251483,10.555030672361966
0.6576,-0.71735679806861929,0.05975679806862022,-6.7752232570201159,0.36640597862963242,0.99399201346106814,10.532197795918021
0.658,-0.71731744298044109,0.059317442980441726,-6.8584065958857536,0.36827209641287734,0.99386867973810145,10.509126601868262
0.6584,-0.71727918523731826,0.05887918523731861,-6.9427162352949381,0.37015893221454998,0.99374205589069742,10.485812453241609
0.6588,-0.7172420383287933,0.058442038328794021,-7.0281578060239553,0.37206674085053859,0.99361204062556641,10.46225064180763
0.6592,-0.71720601592551758,0.058006015925519128,-7.1147363297641277,0.373995777504668,0.99347852939505632,10.438436388454832
0.6596,-0.71717113188005432,0.057571131880055471,-7.20245610922575,0.37594629754505393,0.9933414143014202,10.414364843689091
0.66,-0.71713740022756878,0.057137400227570079,-7.2913207728415728,0.37791855632998173,0.99320058399941558,10.390031088260145
0.6604,-0.71710483518640666,0.056704835186407787,-7.381333202123642,0.3799128090029939,0.9930559235973172,10.365430133924342
0.6608,-0.71707345115855703,0.056273451158558419,-7.4724954143166542,0.38192931027693594,0.99290731455643222,10.340556924350903
0.6612,-0.71704326272997354,0.055843262729974863,-7.5648086573928595,0.38396831420651129,0.99275463458923441,10.315406336181615
0.6616,-0.71701428467077544,0.055414284670776914,-7.6582732051610947,0.38603007394914046,0.99259775755623381,10.289973180251774
0.662,-0.71698653193529016,0.054986531935291572,-7.7528884429484606,0.38811484151375986,0.99243655336172343,10.264252202981869
0.6624,-0.71696001966195555,0.054560019661956893,-7.848652696236968,0.3902228674972652,0.9922708878485591,10.238238087949426
0.6628,-0.7169347631730526,0.05413476317305399,-7.9455632828176022,0.39235440080832978,0.99210062269214261,10.211925457650418
0.6632,-0.71691077797427494,0.053710777974276369,-8.0436163954436779,0.39450968837829392,0.99192561529380452,10.18530887546034
0.6636,-0.71688807975412061,0.053288079754121642,-8.1428070366382599,0.39668897485891552,0.99174571867379369,10.158382847804505
0.664,-0.7168666843830922,0.052866684383093832,-8.2431290186941624,0.39889250230663181,0.99156078136411552,10.131141826548816
0.6644,-0.71684660791270693,0.052446607912708276,-8.3445748649537563,0.40112050985325309,0.99137064730146551,10.103580211620317
0.6648,-0.71682786657429975,0.052027866574301584,-8.4471357259899378,0.40337323336274833,0.99117515572054671,10.075692353868625
0.6652,-0.7168104767776089,0.051610476777610437,-8.550801407545805,0.40565090507402152,0.99097414104807235,10.047472558179535
0.6656,-0.71679445510914308,0.051194455109144998,-8.6555601861327887,0.40795375322947669,0.99076743279778956,10.018915086850773
0.666,-0.71677981833030724,0.050779818330308757,-8.7613988723605871,0.41028200168935447,0.99055485546687305,9.9900141632405663
0.6664,-0.71676658337529076,0.050366583375292651,-8.8683026321232319,0.41263586953152964,0.99033622843409796,9.9607639757017896
0.6668,-0.71675476734869559,0.049954767348697193,-8.9762550331652164,0.41501557063701849,0.990111365860183,9.9311586818096131
0.6672,-0.71674438752290548,0.049544387522907241,-9.0852378774434328,0.41742131326088316,0.9898800765907807,9.9011924128964139
0.6676,-0.71673546133517574,0.049135461335177655,-9.1952312029898167,0.41985329958877193,0.98964216406257788,9.8708592789025307
0.668,-0.71672800638443857,0.048728006384440636,-9.3062132056802511,0.42231172527908367,0.98939742621302962,9.8401533735545534
0.6684,-0.71672204042781429,0.048322040427816182,-9.4181601852178574,0.42479677899085827,0.98914565539427812,9.8090687798802332
0.6688,-0.71671758137681962,0.047917581376821672,-9.5310464072972536,0.42730864189763879,0.98888663829183832,9.7775995760717329
0.6692,-0.71671464729325018,0.0475146472932515,-9.6448441781103611,0.42984748718749216,0.98862015584867269,9.7457398417047258
0.6696,-0.71671325638474914,0.04711325638475139,-9.7595236357301474,0.43241347954949272,0.98834598319531397,9.7134836643238014
0.67,-0.71671342700003005,0.046713427000032448,-9.8750527873635292,0.43500677464702292,0.98806388958673241,9.6808251464023289
0.6704,-0.71671517762375681,0.046315177623758585,-9.991397412493825,0.43762751857835092,0.98777363834667564,9.6477584126844409
0.6708,-0.71671852687106963,0.045918526871071785,-10.108520999550819,0.44027584732492719,0.98747498682025769,9.6142776179167466
0.6712,-0.71672349348174247,0.045523493481745003,-10.226384688168764,0.44295188618804909,0.98716768633559604,9.5803769549755842
0.6716,-0.71673009631396534,0.045130096313967805,-10.344947269186378,0.44565574921449003,0.98685148217534868,9.5460506633957536
0.672,-0.71673835433775146,0.044738354337754194,-10.464165000244975,0.44838753861184233,0.98652611355902819,9.511293038304947
0.6724,-0.71674828662793755,0.044348286627940325,-10.583991741761565,0.45114734415444585,0.9861913136370033,9.4760984397667105
0.6728,-0.71675991235680259,0.043959912356804964,-10.704378729686141,0.45393524258071138,0.9858468094971482,9.4404613025349811
0.6732,-0.71677325078626419,0.043573250786266726,-10.825274659320712,0.45675129698299793,0.98549232218510319,9.4043761462192652
0.6736,-0.71678832125967129,0.043188321259673534,-10.946625595912337,0.45959555619097525,0.98512756673917445,9.3678375858611673
0.674,-0.71680514319317368,0.042805143193176298,-11.068374920636415,0.46246805414980219,0.98475225224089558,9.3308403429186697
0.6744,-0.71682373606666339,0.042423736066666273,-11.19046339020133,0.46536880929434954,0.98436608188231844,9.2933792566543492
0.6748,-0.71684411941429538,0.042044119414298642,-11.312828972935677,0.46829782392088765,0.98396875305111142,9.2554492959213217
0.6752,-0.71686631281456314,0.041666312814566009,-11.435406967997551,0.47125508355772444,0.98355995743456248,9.2170455713388986
0.6756,-0.71689033587994544,0.041290335879947682,-11.558129919692874,0.4742405563363935,0.983139381143596,9.1781633478478408
0.676,-0.71691620824611513,0.040916208246118413,-11.680927624925971,0.47725419236511246,0.98270670485791289,9.1387980576322683
0.6764,-0.71694394956070495,0.040543949560707948,-11.803727131336927,0.48029592310632185,0.98226160399336715,9.0989453133938305
0.6768,-0.71697357947163598,0.040173579471638687,-11.926452787593007,0.48336566076011611,0.98180374889269884,9.058600921961439
