param,Ground Energy,Gap energy,Sec Der of E0/punc,Order param,Binder,Susceptibility
0.65,-0.70844398866423097,0.058443988664220403,4428389.2646360965,0.24435439854768976,0.99881160890339948,14.466014275544541
0.6504,-0.70834569498668709,0.057945694986680119,-3.7494606226682663,0.24539571148242079,0.99879122179637925,14.449276518850484
0.6508,-0.7082480012228427,0.057448001222827894,-3.8071576897054911,0.24645175324994523,0.99877027955512199,14.432414464044669
0.6512,-0.70815091660422869,0.056950916604226354,-3.8663754146546125,0.24752290499128232,0.99874876086665587,14.415424009592686
0.6516,-0.70805445060568095,0.056454450605673556,-3.9271637257188559,0.24860956024601114,0.99872664339101314,14.398300898623143
0.652,-0.70795861295332962,0.055958612953324605,-3.9895753487944603,0.24971212539941662,0.99870390370315554,14.381040712093633
0.6524,-0.70786341363303384,0.055463413633033531,-4.0536645837128162,0.25083102014590786,0.99868051723119156,14.363638861627251
0.6528,-0.70776886289907159,0.05496886289906544,-4.1194876153022051,0.25196667796894756,0.99865645819062743,14.346090582005077
0.6532,-0.70767497128312784,0.054474971283120288,-4.1871029362082481,0.25311954663818037,0.99863169951436981,14.328390923295789
0.6536,-0.70758174960365383,0.053981749603652984,-4.2565712835639715,0.25429008872393682,0.99860621277818507,14.310534742606668
0.654,-0.70748920897558509,0.053489208975584068,-4.3279551956802607,0.25547878212985797,0.99857996812128447,14.292516695434925
0.6544,-0.70739736082034776,0.052997360820343231,-4.4013199117034674,0.2566861206438118,0.9985529341616951,14.27433122660192
0.6548,-0.70730621687629613,0.052506216876285539,-4.476733012124896,0.25791261450762026,0.99852507790603695,14.25597256074898
0.6552,-0.70721578920952655,0.052015789209517549,-4.5542644653469324,0.25915879100601125,0.99849636465330638,14.237434692373341
0.6556,-0.70712609022507111,0.051526090225069376,-4.6339869238436222,0.26042519507500606,0.99846675789223283,14.218711375383538
0.656,-0.70703713267852375,0.051037132678513619,-4.7159753832966089,0.26171238993027057,0.99843621919173897,14.199796112149166
0.6564,-0.70694892968803769,0.05054892968803093,-4.8003081437200308,0.26302095771544121,0.99840470808400894,14.180682142023949
0.6568,-0.70686149474685467,0.05006149474684729,-4.8870658148080111,0.26435150017090991,0.99837218193961508,14.161362429314698
0.6572,-0.70677484173620198,0.049574841736200637,-4.9763323236256838,0.265704639323051,0.99833859583412943,14.141829650672662
0.6576,-0.70668898493872123,0.049088984938714941,-5.0681941751390696,0.26708101819405761,0.9983039024055872,14.122076181879949
0.658,-0.70660393905230856,0.048603939052300538,-5.1627414654940367,0.26848130153237848,0.99826805170213084,14.102094084004252
0.6584,-0.70651971920453027,0.048119719204524736,-5.2600673139095306,0.26990617656369187,0.99823099101910606,14.081875088893813
0.6588,-0.70643634096752239,0.04763634096751479,-5.3602679073810577,0.27135635376227418,0.99819266472482659,14.061410583983665
0.6592,-0.70635382037337979,0.047153820373379562,-5.4634431861341,0.27283256764236463,0.99815301407416701,14.040691596384631
0.6596,-0.70627217393014674,0.046672173930144445,-5.5696963407099247,0.27433557756919991,0.9981119770090745,14.019708776224595
0.66,-0.70619141863832824,0.046191418638328763,-5.6791342906653881,0.27586616858899105,0.99806948794502459,13.998452379212582
0.6604,-0.70611157200799624,0.045711572007990586,-5.7918673399835825,0.27742515227728903,0.99802547754236703,13.97691224839375
0.6608,-0.7060326520764385,0.045232652076439228,-5.9080100059509277,0.27901336760452466,0.99797987246143405,13.955077795066334
