param,Ground Energy,Gap energy,Sec Der of E0/punc,Order param,Binder,Susceptibility
0.65,-0.72573502515002308,0.07573502515002295,4536030.6317175217,0.39835129559324184,0.99160648866468393,9.0603287955296814
0.6504,-0.72570514922524321,0.075305149225242896,-6.0050814431160688,0.40002451805098677,0.99146457426727808,9.0403792969042378
0.6508,-0.72567623411349413,0.074876234113494089,-6.0570803321897984,0.40171030567955401,0.99131978186438396,9.0202855134847386
0.6512,-0.72564828813459836,0.074448288134598695,-6.109479695558548,0.40340873748485961,0.99117204832826655,9.0000456597759193
0.6516,-0.7256213196724538,0.074021319672453401,-6.162276953458786,0.40511989139528437,0.99102130920819587,8.9796579422515421
0.652,-0.7255953371746221,0.0735953371746223,-6.2154692057520151,0.40684384419281022,0.9908674987107452,8.9591205599645853
0.6524,-0.72557034915186336,0.073170349151863379,-6.2690533176064491,0.40858067144237215,0.99071054968031935,8.9384317051899114
0.6528,-0.72554636417763529,0.072746364177635803,-6.323025880381465,0.4103304474193874,0.99055039357995556,8.9175895640996146
0.6532,-0.72552339088754825,0.072323390887548245,-6.3773831725120544,0.41209324503549194,0.9903869604724358,8.8965923174721713
0.6536,-0.72550143797876865,0.071901437978768024,-6.4321211893111467,0.41386913576247247,0.9902201790017543,8.8754381414359855
0.654,-0.72548051420937931,0.071480514209378732,-6.4872356429696083,0.4156581895543825,0.99004997637498682,8.8541252082486377
0.6544,-0.72546062839769276,0.071060628397693115,-6.5427218843251467,0.41746047476786252,0.98987627834460923,8.8326516871120635
0.6548,-0.72544178942150783,0.070641789421508228,-6.5985750108957291,0.41927605808067103,0.98969900919131493,8.811015745024946
0.6552,-0.72542400621732461,0.070224006217324719,-6.6547897346317768,0.42110500440843096,0.98951809170738403,8.7892155476728018
0.6556,-0.7254072877794987,0.06980728777949885,-6.7113604675978422,0.42294737681960709,0.98933344718065919,8.7672492603567598
0.656,-0.72539164315934745,0.069391643159348426,-6.7682812493294477,0.4248032364487192,0.98914499537918754,8.7451150489616598
0.6564,-0.72537708146419611,0.068977081464196233,-6.8255457896739244,0.42667264240784164,0.9889526545365841,8.7228110809643091
0.6568,-0.72536361185637133,0.068563611856371831,-6.8831474371254444,0.42855565169639276,0.98875634133818235,8.7003355264822719
0.6572,-0.72535124355213643,0.068151243552137419,-6.9410791490226984,0.43045231910923765,0.98855597090803671,8.6776865593645063
0.6576,-0.72533998582056525,0.067739985820565174,-6.9993335176259279,0.43236269714314041,0.988351456796844,8.6548623583238502
0.658,-0.72532984798235678,0.067329847982357527,-7.0579027757048607,0.43428683590163192,0.9881427109708506,8.6318611081122256
0.6584,-0.72532083940859238,0.066920839408592836,-7.1167787052690983,0.4362247829982776,0.98792964380182535,8.6086810007392707
0.6588,-0.72531296951942081,0.066512969519421206,-7.1759527437388897,0.43817658345844229,0.98771216405816431,8.5853202367346846
