param,Ground Energy,Gap energy,Sec Der of E0/punc,Order param,Binder,Susceptibility
0.65,-0.71273261074899108,0.062732610748991391,4455082.5005081464,0.2837928570041186,0.9978378561436676,12.731006967416837
0.6504,-0.71265202141667916,0.062252021416677183,-4.6217296179383993,0.28507717572143276,0.99779845009002832,12.713067396900698
0.6508,-0.71257217156110619,0.061772171561105371,-4.6871363520622253,0.28637811711986416,0.99775798732910526,12.6949725972863
0.6512,-0.71249307164734943,0.061293071647349651,-4.753932561725378,0.28769602313243048,0.99771643078441519,12.676718342235947
0.6516,-0.71241473236280251,0.060814732362802437,-4.822151567786932,0.28903124356844501,0.99767374183154289,12.658300279575654
0.652,-0.7123371646225064,0.060337164622506712,-4.8918274380266666,0.29038413627038639,0.99762988022570509,12.639713927335137
0.6524,-0.71226037957460053,0.059860379574598666,-4.9629949163645506,0.29175506727075501,0.99758480402568217,12.620954669675857
0.6528,-0.71218438860588107,0.059384388605880911,-5.0356894750148058,0.29314441094856292,0.99753846951393255,12.602017752706152
0.6532,-0.71210920334747785,0.058909203347477734,-5.1099473610520363,0.29455255018511678,0.99749083111269521,12.582898280182157
0.6536,-0.71203483568065229,0.058434835680651886,-5.1858054716140032,0.29597987651866087,0.99744184129587765,12.563591209094216
0.654,-0.71196129774270234,0.057961297742702866,-5.2633014675229788,0.29742679029750757,0.9973914504965129,12.54409134513746
0.6544,-0.71188860193298709,0.057488601932987327,-5.3424737304449081,0.29889370083114586,0.99733960700956514,12.52439333806716
0.6548,-0.71181676091906887,0.057016760919068932,-5.4233613237738609,0.30038102653882431,0.99728625688984796,12.50449167693851
0.6552,-0.71174578764296248,0.056545787642962919,-5.5060040391981602,0.30188919509502243,0.99723134384481504,12.484380685231857
0.6556,-0.7116756953275023,0.056075695327502117,-5.5904423352330923,0.30341864357129833,0.9971748091219631,12.464054515863573
0.656,-0.71160649748281579,0.055606497482815431,-5.6767173856496811,0.30496981857375344,0.99711659139058662,12.443507146085102
0.6564,-0.71153820791291089,0.055138207912911352,-5.7648709882050753,0.30654317637543887,0.99705662661760575,12.422732372271343
0.6568,-0.71147084072236388,0.054670840722365499,-5.8549456056207418,0.30813918304304083,0.99699484793717696,12.401723804601257
0.6572,-0.71140441032311397,0.054204410323114516,-5.9469843246042728,0.30975831455681124,0.99693118551379312,12.380474861634681
0.6576,-0.71133893144135607,0.053738931441355331,-6.0410308130085468,0.31140105692307435,0.99686556639855606,12.358978764788215
0.658,-0.71127441912452849,0.053274419124527128,-6.1371293347328901,0.31306790627828884,0.99679791437830023,12.337228532715438
0.6584,-0.71121088874839455,0.052810888748393792,-6.2353246528655291,0.31475936898345408,0.99672814981724278,12.315216975598787
0.6588,-0.71114835602420501,0.052348356024206177,-6.335662055760622,0.31647596170815923,0.99665618949079848,12.292936689356502
0.6592,-0.71108683700594444,0.051886837005942987,-6.4381872564554214,0.31821821150267671,0.99658194641122178,12.270380049776001
0.6596,-0.71102634809764487,0.051426348097646013,-6.5429464112967253,0.31998665585711411,0.99650532964469851,12.24753920658039
0.66,-0.71096690606077129,0.0509669060607707,-6.6499860025942326,0.32178184274616661,0.99642624411951652,12.224406077439296
0.6604,-0.71090852802165772,0.050508528021658394,-6.7593527995049953,0.32360433065810496,0.99634459042492685,12.200972341935016
0.6608,-0.71085123147899232,0.050051231478993596,-6.8710938394069672,0.32545468860639304,0.9962602646003057,12.177229435497948
0.6612,-0.71079503431134106,0.049595034311341046,-6.9852562714368105,0.3273334961223146,0.99617315791421701,12.153168543325906
